id,Masa,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
2012-09-28-FA,74.1,29,41,13.9,NA,NA,32
2012-09-29-A03,69.3,NA,NA,NA,NA,NA,42
2012-09-29-B06,84.3,NA,NA,NA,NA,NA,36
2012-09-29-B12,86.1,30.2,71,14.3,20,23,39
2012-09-29-B13,102.1,32.5,71,14.7,15,15,38
2012-09-29-D05,81.4,29.7,53,14,10,10,40
2012-09-29-D06,74.9,NA,NA,NA,NA,NA,42
2012-09-29-E14,74.9,NA,NA,NA,NA,NA,41
2012-09-29-E16,71.3,NA,NA,NA,NA,NA,42
2012-09-29-E17,60.7,29.6,55,14.5,NA,NA,37
2012-09-29-F06,60.2,29.6,61,13.9,10,13,37
2012-09-29-FA,68.1,NA,NA,NA,NA,NA,33
2012-09-30-A03,64.5,31.8,76,14.2,23,25,43
2012-09-30-B06,88.2,31.5,71,14,17,17,37
2012-09-30-B12,79.8,30.3,73,14.1,21,25,40
2012-09-30-B13,99,NA,NA,NA,NA,NA,39
2012-09-30-D05,81.7,NA,NA,NA,NA,NA,41
2012-09-30-D06,68.6,32.9,77,15,25,17,43
2012-09-30-E14,81.8,NA,NA,NA,NA,NA,42
2012-09-30-E16,67.1,30.5,78,14.7,23,26,43
2012-09-30-E17,57.5,NA,NA,NA,NA,NA,38
2012-09-30-F06,55.2,NA,NA,NA,NA,NA,38
2012-09-30-FA,69.2,NA,NA,NA,NA,NA,34
2012-10-01-A03,68,NA,NA,NA,NA,NA,44
2012-10-01-B06,90.2,NA,NA,NA,NA,NA,38
2012-10-01-B12,81.9,NA,NA,NA,NA,NA,41
2012-10-01-B13,92,32.7,72,14.6,21,22,40
2012-10-01-D05,86.5,NA,NA,NA,NA,NA,42
2012-10-01-D06,68.5,NA,NA,NA,NA,NA,44
2012-10-01-E14,76.5,31.5,80,15.9,25,25,43
2012-10-01-E16,72.4,NA,NA,NA,NA,NA,44
2012-10-01-E17,63,NA,NA,NA,NA,NA,39
2012-10-01-F06,53.8,NA,NA,NA,NA,NA,39
2012-10-01-FA,64.9,29.2,50,14.1,10,10,35
2012-10-02-A03,70.5,NA,NA,NA,NA,NA,45
2012-10-02-B06,83,NA,NA,NA,NA,NA,39
2012-10-02-B12,83.1,30.2,75,14.4,22,25,42
2012-10-02-B13,91.2,33,76,15,20,22,41
2012-10-02-D05,80.6,30.8,63,14.5,14,17,43
2012-10-02-D06,74.7,NA,NA,NA,NA,NA,45
2012-10-02-E14,72.1,NA,NA,NA,NA,NA,44
2012-10-02-E16,77.5,NA,NA,NA,NA,NA,45
2012-10-02-E17,58.8,NA,NA,NA,NA,NA,40
2012-10-02-F06,59.2,NA,NA,NA,NA,NA,40
2012-10-02-FA,60.5,NA,NA,NA,NA,NA,36
2012-10-03-A03,63.8,32,87,14.5,27,30,46
2012-10-03-B06,82.3,31.9,79,14.5,16,19,40
2012-10-03-B12,76.3,30.1,79,14.5,26,32,43
2012-10-03-B13,85.4,NA,NA,NA,NA,NA,42
2012-10-03-D05,79.8,NA,NA,NA,NA,NA,44
2012-10-03-D06,80.1,33,85,15,24,26,46
2012-10-03-E14,77.1,NA,NA,NA,NA,NA,45
2012-10-03-E16,79,30.6,88,15.1,28,33,46
2012-10-03-E17,55.7,NA,NA,NA,NA,NA,41
2012-10-03-F06,56,NA,NA,NA,NA,NA,41
2012-10-03-FA,70.7,NA,NA,NA,NA,NA,37
2012-10-04-A03,66.8,NA,NA,NA,NA,NA,47
2012-10-04-B06,89.8,NA,NA,NA,NA,NA,41
2012-10-04-B12,79.8,NA,NA,NA,NA,NA,44
2012-10-04-B13,103.5,33.1,78,15.2,24,27,43
2012-10-04-D05,94.7,NA,NA,NA,NA,NA,45
2012-10-04-D06,75.7,NA,NA,NA,NA,NA,47
2012-10-04-E14,82.9,32,90,15.6,32,32,46
2012-10-04-E16,80.6,NA,NA,NA,NA,NA,47
2012-10-04-E17,53.8,NA,NA,NA,NA,NA,42
2012-10-04-F06,58.9,NA,NA,NA,NA,NA,42
2012-10-04-FA,79.4,31,58,14.5,12,12,38
2012-10-05-A03,63.2,NA,NA,NA,NA,NA,48
2012-10-05-B06,84.5,NA,NA,NA,NA,NA,42
2012-10-05-B12,81.5,30.5,87,14.6,28,35,45
2012-10-05-B13,99.8,NA,NA,NA,NA,NA,44
2012-10-05-D05,87.4,NA,69,14.7,19,22,46
2012-10-05-D06,80,NA,NA,NA,NA,NA,48
2012-10-05-E14,86.4,NA,NA,NA,NA,NA,47
2012-10-05-E16,75,NA,NA,NA,NA,NA,48
2012-10-05-E17,64.6,31.5,68,14.7,10,15,43
2012-10-05-F06,63.5,30,73,14,18,23,43
2012-10-05-FA,72.9,NA,NA,NA,NA,NA,39
2012-10-06-A03,66.3,31.6,95,14.6,34,37,49
2012-10-06-B06,79.5,32,81,14.7,27,28,43
2012-10-06-B12,79.4,30.4,90,14.8,28,36,46
2012-10-06-B13,97.7,NA,NA,NA,NA,NA,45
2012-10-06-D05,81.2,NA,NA,NA,NA,NA,47
2012-10-06-D06,85,33,95,15.2,27,34,49
2012-10-06-E14,89.3,NA,NA,NA,NA,NA,48
2012-10-06-E16,70,30.9,98,15.2,32,39,49
2012-10-06-E17,69.9,NA,NA,NA,NA,NA,44
2012-10-06-F06,67.7,NA,NA,NA,NA,NA,44
2012-10-06-FA,68.5,NA,NA,NA,NA,NA,40
2012-10-07-A03,66.9,NA,NA,NA,NA,NA,50
2012-10-07-B06,84.2,NA,NA,NA,NA,NA,44
2012-10-07-B12,78.5,NA,NA,NA,NA,NA,47
2012-10-07-B13,94.2,33.1,88,15.2,29,35,46
2012-10-07-D05,85.9,NA,NA,NA,NA,NA,48
2012-10-07-D06,79.1,NA,NA,NA,NA,NA,50
2012-10-07-E14,82.4,32,98,15.8,37,37,49
2012-10-07-E16,72,NA,NA,NA,NA,NA,50
2012-10-07-E17,64,NA,NA,NA,NA,NA,45
2012-10-07-F06,75.3,NA,NA,NA,NA,NA,45
2012-10-07-FA,80.3,31.8,64,14.8,12,12,41
2012-10-08-A03,62.4,NA,NA,NA,NA,NA,51
2012-10-08-B06,82.1,NA,NA,NA,NA,NA,45
2012-10-08-B12,88.7,30.4,98,14.7,34,41,48
2012-10-08-B13,92.5,33,92,15.7,31,36,47
2012-10-08-D05,80.1,31,75,14.8,23,26,49
2012-10-08-D06,86.1,NA,NA,NA,NA,NA,51
2012-10-08-E14,87.6,NA,NA,NA,NA,NA,50
2012-10-08-E16,67.2,NA,NA,NA,NA,NA,51
2012-10-08-E17,59.8,31.4,72,15,18,23,46
2012-10-08-F06,67.6,30.4,76,14.5,24,29,46
2012-10-08-FA,81.5,NA,NA,NA,NA,NA,42
2012-10-09-A03,67.7,31.9,106,14.6,40,43,52
2012-10-09-B06,83,32.1,93,14.7,32,33,46
2012-10-09-B12,83.8,30.3,100,14.9,35,45,49
2012-10-09-B13,95.7,NA,NA,NA,NA,NA,48
2012-10-09-D05,75.7,NA,NA,NA,NA,NA,50
2012-10-09-D06,87.1,33,105,15.2,34,41,52
2012-10-09-E14,82.8,NA,NA,NA,NA,NA,51
2012-10-09-E16,68.1,30.9,108,15.2,37,45,52
2012-10-09-E17,71.2,NA,NA,NA,NA,NA,47
2012-10-09-F06,71.5,NA,NA,NA,NA,NA,47
2012-10-09-FA,81.9,NA,NA,NA,NA,NA,43
2012-10-10-A03,69.8,NA,NA,NA,NA,NA,53
2012-10-10-B06,87.3,NA,NA,NA,NA,NA,47
2012-10-10-B12,83.4,NA,NA,NA,NA,NA,50
2012-10-10-B13,90.5,33.1,99,15.3,38,45,49
2012-10-10-D05,80.5,NA,NA,NA,NA,NA,51
2012-10-10-D06,91.7,NA,NA,NA,NA,NA,53
2012-10-10-E14,77.8,NA,NA,NA,NA,NA,52
2012-10-10-E16,75,NA,NA,NA,NA,NA,53
2012-10-10-E17,78.1,NA,NA,NA,NA,NA,48
2012-10-10-F06,81.2,NA,NA,NA,NA,NA,48
2012-10-10-FA,82.5,31.8,72,15,10,13,44
2012-10-11-A03,75.4,NA,NA,NA,NA,NA,54
2012-10-11-B06,79.6,NA,NA,NA,NA,NA,48
2012-10-11-B12,78.2,30.4,107,14.5,40,47,51
2012-10-11-B13,97.1,33,105,15.3,38,43,50
2012-10-11-D05,75.6,32.1,85,14.6,29,34,52
2012-10-11-D06,94.9,NA,NA,NA,NA,NA,54
2012-10-11-E14,80.3,NA,NA,NA,NA,NA,53
2012-10-11-E16,67.3,NA,NA,NA,NA,NA,54
2012-10-11-E17,71.1,31.9,78,14.9,21,27,49
2012-10-11-F06,84.3,31.5,87,14.3,29,35,49
2012-10-11-FA,84.2,NA,NA,NA,NA,NA,45
2012-10-12-A03,69.5,31.9,116,14.6,45,48,55
2012-10-12-B06,87.2,32,105,14.9,36,37,49
2012-10-12-B12,74.4,30.5,112,14.5,40,48,52
2012-10-12-B13,98.3,NA,NA,NA,NA,NA,51
2012-10-12-D05,83.7,NA,NA,NA,NA,NA,53
2012-10-12-D06,95.7,33,115,15,37,44,55
2012-10-12-E14,75.7,NA,NA,NA,NA,NA,54
2012-10-12-E16,62.6,30.9,117,15.1,41,48,55
2012-10-12-E17,65.7,NA,NA,NA,NA,NA,50
2012-10-12-F06,84.9,NA,NA,NA,NA,NA,50
2012-10-12-FA,82,NA,NA,NA,NA,NA,46
2012-10-13-A03,76.5,NA,NA,NA,NA,NA,56
2012-10-13-B06,90.3,NA,NA,NA,NA,NA,50
2012-10-13-B12,74.2,NA,NA,NA,NA,NA,53
2012-10-13-B13,90.8,33.3,111,15.5,39,47,52
2012-10-13-D05,76.7,NA,NA,NA,NA,NA,54
2012-10-13-D06,90.6,NA,NA,NA,NA,NA,56
2012-10-13-E14,81.4,32,119,15.7,48,52,55
2012-10-13-E16,66.6,NA,NA,NA,NA,NA,56
2012-10-13-E17,62.5,NA,NA,NA,NA,NA,51
2012-10-13-F06,85.7,NA,NA,NA,NA,NA,51
2012-10-13-FA,83.5,32.9,76,15.1,17,20,47
2012-10-14-A03,77.8,NA,NA,NA,NA,NA,57
2012-10-14-B06,90.1,NA,NA,NA,NA,NA,51
2012-10-14-B12,74.2,30.5,118,14.7,43,53,54
2012-10-14-B13,105.4,33.3,112,15.5,43,49,53
2012-10-14-D05,81.5,32.1,96,14.7,35,42,55
2012-10-14-D06,90.4,NA,NA,NA,NA,NA,57
2012-10-14-E14,84.9,NA,NA,NA,NA,NA,56
2012-10-14-E16,66.6,NA,NA,NA,NA,NA,57
2012-10-14-E17,72.1,32.9,87,14.9,24,34,52
2012-10-14-F06,89,31.5,99,14.5,35,42,52
2012-10-14-FA,88,NA,NA,NA,NA,NA,48
2012-10-15-A03,87.9,31.9,127,14.6,50,56,58
2012-10-15-B06,87.9,32.3,112,14.7,44,47,52
2012-10-15-B12,72.9,30.5,121,14.7,46,55,55
2012-10-15-B13,104.4,NA,NA,NA,NA,NA,54
2012-10-15-D05,89.3,NA,NA,NA,NA,NA,56
2012-10-15-D06,85.8,33,126,15,46,55,58
2012-10-15-E14,86.5,NA,NA,NA,NA,NA,57
2012-10-15-E16,65.2,30.9,126,15.1,47,56,58
2012-10-15-E17,78.8,NA,NA,NA,NA,NA,53
2012-10-15-F06,96.3,NA,NA,NA,NA,NA,53
2012-10-15-FA,81.7,NA,NA,NA,NA,NA,49
2012-10-18-A03,72.7,31.9,137,14.6,54,64,61
2012-10-18-B06,83.7,32.4,126,15,48,57,55
2012-10-18-B12,78,30.5,129,14.7,51,64,58
2012-10-18-B13,91.2,33.3,128,15.5,49,61,57
2012-10-18-D05,79.2,32.2,109,14.7,42,51,59
2012-10-18-D06,100.9,33,133,15,50,61,61
2012-10-18-E14,75.7,32,135,15.7,53,61,60
2012-10-18-E16,59.5,30.9,136,15.1,52,67,61
2012-10-18-E17,69.8,33,96,15.1,31,40,56
2012-10-18-F06,84.2,31.5,108,14.8,42,50,56
2012-10-18-FA,77.7,32.9,90,15.3,26,29,52
2012-10-19-A03,69.2,NA,NA,NA,NA,NA,62
2012-10-19-B06,88,NA,NA,NA,NA,NA,56
2012-10-19-B12,81.7,NA,NA,NA,NA,NA,59
2012-10-19-B13,93,33.3,134,15.5,51,64,58
2012-10-19-D05,86.8,NA,NA,NA,NA,NA,60
2012-10-19-D06,109.9,NA,NA,NA,NA,NA,62
2012-10-19-E14,89.7,32,136,15.7,55,63,61
2012-10-19-E16,57.4,NA,NA,NA,NA,NA,62
2012-10-19-E17,76.7,NA,NA,NA,NA,NA,57
2012-10-19-F06,90.9,NA,NA,NA,NA,NA,57
2012-10-19-FA,83,32.9,93,15.3,24,30,53
2012-10-20-A03,81.8,NA,NA,NA,NA,NA,63
2012-10-20-B06,96.1,NA,NA,NA,NA,NA,57
2012-10-20-B12,87.7,30.5,140,15,54,69,60
2012-10-20-B13,87.5,33.3,137,15.5,52,67,59
2012-10-20-D05,88.7,32.3,118,15,47,55,61
2012-10-20-D06,108,NA,NA,NA,NA,NA,63
2012-10-20-E14,90.1,NA,NA,NA,NA,NA,62
2012-10-20-E16,69.5,NA,NA,NA,NA,NA,63
2012-10-20-E17,81.7,33,103,15.3,35,48,58
2012-10-20-F06,88.3,31.5,118,14.8,46,56,58
2012-10-20-FA,81.3,NA,NA,NA,NA,NA,54
2012-10-21-A03,80,32,145,14.6,57,69,64
2012-10-21-B06,102.1,32.5,131,15,52,56,58
2012-10-21-B12,86.5,30.5,140,15,55,70,61
2012-10-21-B13,95,NA,NA,NA,NA,NA,60
2012-10-21-D05,83,NA,NA,NA,NA,NA,62
2012-10-21-D06,101.5,33,145,15,54,70,64
2012-10-21-E14,95.1,NA,NA,NA,NA,NA,63
2012-10-21-E16,79,30.9,144,15.1,54,70,64
2012-10-21-E17,75.5,NA,NA,NA,NA,NA,59
2012-10-21-F06,99.6,NA,NA,NA,NA,NA,59
2012-10-21-FA,87,NA,NA,NA,NA,NA,55
2012-10-22-A03,73.8,NA,NA,NA,NA,NA,65
2012-10-22-B06,99.1,NA,NA,NA,NA,NA,59
2012-10-22-B12,84.8,NA,NA,NA,NA,NA,62
2012-10-22-B13,99.2,33.3,141,15.5,55,73,61
2012-10-22-D05,88.9,NA,NA,NA,NA,NA,63
2012-10-22-D06,106.9,NA,NA,NA,NA,NA,65
2012-10-22-E14,94.5,32.2,146,15.7,58,69,64
2012-10-22-E16,79.4,NA,NA,NA,NA,NA,65
2012-10-22-E17,71.2,NA,NA,NA,NA,NA,60
2012-10-22-F06,91.9,NA,NA,NA,NA,NA,60
2012-10-22-FA,88.4,33,102,15.3,33,38,56
2012-10-23-A03,77.4,NA,NA,NA,NA,NA,66
2012-10-23-B06,96.8,NA,NA,NA,NA,NA,60
2012-10-23-B12,86.5,30.5,148,15,56,75,63
2012-10-23-B13,90.5,33.3,146,15.5,56,73,62
2012-10-23-D05,82.5,32.2,126,15,53,65,64
2012-10-23-D06,99.9,NA,NA,NA,NA,NA,66
2012-10-23-E14,88.1,NA,NA,NA,NA,NA,65
2012-10-23-E16,72.1,NA,NA,NA,NA,NA,66
2012-10-23-E17,67.8,33,114,15.4,41,54,61
2012-10-23-F06,84.9,31.6,130,14.8,51,63,61
2012-10-23-FA,92.2,NA,NA,NA,NA,NA,57
2012-10-24-A03,78.8,32,158,14.6,60,78,67
2012-10-24-B06,97.1,32.5,148,15,57,68,61
2012-10-24-B12,82.9,30.5,153,15,54,NA,64
2012-10-24-B13,86.8,NA,NA,NA,NA,NA,63
2012-10-24-D05,83.2,NA,NA,NA,NA,NA,65
2012-10-24-D06,95.2,33,158,15,56,75,67
2012-10-24-E14,97.7,NA,NA,NA,NA,NA,66
2012-10-24-E16,67.4,30.9,156,15.1,57,78,67
2012-10-24-E17,77,NA,NA,NA,NA,NA,62
2012-10-24-F06,88.3,NA,NA,NA,NA,NA,62
2012-10-24-FA,92.5,NA,NA,NA,NA,NA,58
2012-10-25-A03,74.1,NA,NA,NA,NA,NA,68
2012-10-25-B06,102.3,NA,NA,NA,NA,NA,62
2012-10-25-B12,82.6,NA,NA,NA,NA,NA,65
2012-10-25-B13,92.8,33.3,154,15.5,58,79,64
2012-10-25-D05,76.7,NA,NA,NA,NA,NA,66
2012-10-25-D06,91.1,NA,NA,NA,NA,NA,68
2012-10-25-E14,91.7,32.2,156,15.7,58,78,67
2012-10-25-E16,70.5,NA,NA,NA,NA,NA,68
2012-10-25-E17,81.6,NA,NA,NA,NA,NA,63
2012-10-25-F06,85.3,NA,NA,NA,NA,NA,63
2012-10-25-FA,90.8,33,104,15.5,37,43,59
2012-10-26-A03,70,NA,NA,NA,NA,NA,69
2012-10-26-B12,81.9,30.5,159,15,58,80,66
2012-10-26-B13,103.5,33.3,154,15.5,59,82,65
2012-10-26-D05,100.1,32.2,138,15,56,71,67
2012-10-26-D06,87.8,NA,NA,NA,NA,NA,69
2012-10-26-E14,86.1,NA,NA,NA,NA,NA,68
2012-10-26-E16,79.3,NA,NA,NA,NA,NA,69
2012-10-26-E17,84.7,33,124,15.4,46,59,64
2012-10-26-F06,92.3,31.6,142,14.8,53,71,64
2012-10-26-FA,88.9,NA,NA,NA,NA,NA,60
2012-10-27-A03,78.1,32,166,14.6,60,83,70
2012-10-27-B06,NA,32.5,154,15,60,74,64
2012-10-27-B12,86.2,30.5,163,15,57,80,67
2012-10-27-B13,109,NA,NA,NA,NA,NA,66
2012-10-27-D05,100.7,NA,NA,NA,NA,NA,68
2012-10-27-D06,84.2,33,163,15,56,80,70
2012-10-27-E14,94.8,NA,NA,NA,NA,NA,69
2012-10-27-E16,77.2,30.9,164,15.1,59,83,70
2012-10-27-E17,78,NA,NA,NA,NA,NA,65
2012-10-27-F06,82.7,NA,NA,NA,NA,NA,65
2012-10-27-FA,83,NA,NA,NA,NA,NA,61
2012-10-28-A03,77.6,NA,NA,NA,NA,NA,71
2012-10-28-B06,87,NA,NA,NA,NA,NA,65
2012-10-28-B12,77.8,NA,NA,NA,NA,NA,68
2012-10-28-B13,106.5,33.3,164,15.5,60,86,67
2012-10-28-D05,92.3,NA,NA,NA,NA,NA,69
2012-10-28-D06,81.2,NA,NA,NA,NA,NA,71
2012-10-28-E14,88.5,32.2,164,15.7,58,81,70
2012-10-28-E16,76,NA,NA,NA,NA,NA,71
2012-10-28-E17,82,NA,NA,NA,NA,NA,66
2012-10-28-F06,78.2,NA,NA,NA,NA,NA,66
2012-10-28-FA,78.7,33,120,15.5,42,52,62
2012-10-29-A03,72.9,NA,NA,NA,NA,NA,72
2012-10-29-B06,88.4,NA,NA,NA,NA,NA,66
2012-10-29-B12,74.6,30.5,167,15,55,83,69
2012-10-29-B13,100.1,33.3,165,15.5,60,86,68
2012-10-29-D05,87.6,32.2,147,15,57,80,70
2012-10-29-D06,78.8,NA,NA,NA,NA,NA,72
2012-10-29-E14,84.8,NA,NA,NA,NA,NA,71
2012-10-29-E16,69.5,NA,NA,NA,NA,NA,72
2012-10-29-E17,76.4,33,135,15.4,51,67,67
2012-10-29-F06,74.7,31.6,154,14.8,55,77,67
2012-10-29-FA,73.7,NA,NA,NA,NA,NA,63
2012-10-30-A03,69.3,32,170,14.5,59,88,73
2012-10-30-B06,81.8,32.5,167,15,58,81,67
2012-10-30-B12,70.6,30.5,168,15,57,85,70
2012-10-30-B13,95.7,NA,NA,NA,NA,NA,69
2012-10-30-D05,95.2,NA,NA,NA,NA,NA,71
2012-10-30-D06,75.8,33,170,15,57,84,73
2012-10-30-E14,81.6,NA,NA,NA,NA,NA,72
2012-10-30-E16,80.5,30.9,171,15.1,59,87,73
2012-10-30-E17,72.5,NA,NA,NA,NA,NA,68
2012-10-30-F06,71.2,NA,NA,NA,NA,NA,68
2012-10-30-FA,81,NA,NA,NA,NA,NA,64
2012-10-31-A03,67.1,NA,NA,NA,NA,NA,74
2012-10-31-B06,84.2,NA,NA,NA,NA,NA,68
2012-10-31-B12,76.6,NA,NA,NA,NA,NA,71
2012-10-31-B13,91.8,33.3,172,15.5,60,90,70
2012-10-31-D05,88.9,NA,NA,NA,NA,NA,72
2012-10-31-D06,77.9,NA,NA,NA,NA,NA,74
2012-10-31-E14,78.9,32.2,172,15.7,60,88,73
2012-10-31-E16,78.9,NA,NA,NA,NA,NA,74
2012-10-31-E17,69,NA,NA,NA,NA,NA,69
2012-10-31-F06,71.2,NA,NA,NA,NA,NA,69
2012-10-31-FA,74.9,33,132,15.5,49,59,65
2012-11-01-A03,66.3,NA,NA,NA,NA,NA,75
2012-11-01-B06,86.6,NA,NA,NA,NA,NA,69
2012-11-01-B12,74.6,30.5,175,15,59,85,72
2012-11-01-B13,88.2,33.3,179,15.5,60,90,71
2012-11-01-D05,95.3,32.2,157,15,60,84,73
2012-11-01-D06,72.7,NA,NA,NA,NA,NA,75
2012-11-01-E14,75.9,NA,NA,NA,NA,NA,74
2012-11-01-E16,77.5,NA,NA,NA,NA,NA,75
2012-11-01-E17,67.5,33,147,15.4,54,70,70
2012-11-01-F06,68.1,31.6,159,14.8,55,80,70
2012-11-01-FA,89.1,NA,NA,NA,NA,NA,66
2012-11-02-A03,64.2,32,175,14.5,58,90,76
2012-11-02-B06,80,32.5,175,15,58,87,70
2012-11-02-B12,70.1,30.5,NA,15,58,88,73
2012-11-02-B13,85.4,NA,NA,NA,NA,NA,72
2012-11-02-D05,87.1,NA,NA,NA,NA,NA,74
2012-11-02-D06,70.1,33,174,15,59,88,76
2012-11-02-E14,73.8,NA,NA,NA,NA,NA,75
2012-11-02-E16,72.1,30.9,175,15.1,61,90,76
2012-11-02-E17,64,NA,NA,NA,NA,NA,71
2012-11-02-F06,65.1,NA,NA,NA,NA,NA,71
2012-11-02-FA,82.4,NA,NA,NA,NA,NA,67
2012-11-03-A03,61.7,NA,NA,NA,NA,NA,77
2012-11-03-B06,81.4,NA,NA,NA,NA,NA,71
2012-11-03-B12,69.8,NA,NA,NA,NA,NA,74
2012-11-03-B13,83.2,33.3,176,15.5,60,93,73
2012-11-03-D05,83.9,NA,NA,NA,NA,NA,75
2012-11-03-D06,67.6,NA,NA,NA,NA,NA,77
2012-11-03-E14,70.8,32.2,176,15.7,57,89,76
2012-11-03-E16,72.8,NA,NA,NA,NA,NA,77
2012-11-03-E17,71.1,NA,NA,NA,NA,NA,72
2012-11-03-F06,62.1,NA,NA,NA,NA,NA,72
2012-11-03-FA,93.8,33,142,15.5,54,66,68
2012-11-04-A03,62.2,NA,NA,NA,NA,NA,78
2012-11-04-B06,79.4,NA,NA,NA,NA,NA,72
2012-11-04-B12,66.1,30.5,175,15,58,88,75
2012-11-04-B13,79,33.3,177,15.5,60,93,74
2012-11-04-D05,80.6,32.2,167,15,60,88,76
2012-11-04-E14,68.1,NA,NA,NA,NA,NA,77
2012-11-04-E16,68.8,NA,NA,NA,NA,NA,78
2012-11-04-E17,66.6,33,154,15.4,57,77,73
2012-11-04-F06,66.3,31.6,168,14.8,56,83,73
2012-11-04-FA,95.5,NA,NA,NA,NA,NA,69
2012-11-05-A03,61.4,32,178,14.5,59,91,79
2012-11-05-B06,75.2,32.5,180,15,62,93,73
2012-11-05-B12,68.7,30.5,176,15,58,88,76
2012-11-05-B13,76.1,NA,NA,NA,NA,NA,75
2012-11-05-D05,77.1,NA,NA,NA,NA,NA,77
2012-11-05-E14,65.2,NA,NA,NA,NA,NA,78
2012-11-05-E16,65.1,30.9,179,15.1,61,91,79
2012-11-05-E17,63.3,NA,NA,NA,NA,NA,74
2012-11-05-F06,75.2,NA,NA,NA,NA,NA,74
2012-11-05-FA,94.9,NA,NA,NA,NA,NA,70
2012-11-06-B12,64.1,NA,NA,NA,NA,NA,77
2012-11-06-B13,79.2,33.3,179,15.5,60,97,76
2012-11-06-D05,74.5,NA,NA,NA,NA,NA,78
2012-11-06-E17,67.2,NA,NA,NA,NA,NA,75
2012-11-06-F06,69,NA,NA,NA,NA,NA,75
2012-11-06-FA,95.1,33,154,15.5,57,73,71
2012-11-07-B13,75.2,33.3,181,15.5,61,97,77
2012-11-07-D05,71.6,32.2,173,15,60,92,79
2012-11-07-E17,72.6,33,162,15.4,58,81,76
2012-11-07-F06,65.5,31.6,174,14.8,58,86,76
2012-11-07-FA,91.2,NA,NA,NA,NA,NA,72
2012-11-08-D05,68.7,NA,NA,NA,NA,NA,80
2012-11-08-E17,68.1,NA,NA,NA,NA,NA,77
